省,市,区,全名,别名,性质,等级
河南省,周口市,扶沟县,扶沟县公疗医院,扶沟县公疗医院,公立/综合医院,未知
河南省,周口市,扶沟县,扶沟县大众医院,扶沟县大众医院,公立/综合医院,未知
河南省,周口市,扶沟县,扶沟县中医院,扶沟县中医院,公立/综合医院,未知
河南省,周口市,扶沟县,扶沟县人民医院,扶沟县人民医院,公立/综合医院,未知
