省,市,区,全名,别名,性质,等级
安徽省,黄山市,休宁县,休宁县山斗乡卫生院,休宁县山斗乡卫生院,公立/综合医院,未知
安徽省,黄山市,休宁县,休宁县中医院,休宁县中医院,公立/综合医院,未知
安徽省,黄山市,休宁县,休宁县妇幼保健所,休宁县妇幼保健所,公立/综合医院,未知
安徽省,黄山市,休宁县,休宁县人民医院,休宁县人民医院,公立/综合医院,未知
