省,市,区,全名,别名,性质,等级
湖南省,湘西州,泸溪县,泸溪县中医院,泸溪县中医院,公立/综合医院,未知
湖南省,湘西州,泸溪县,泸溪县人民医院,泸溪县人民医院,公立/综合医院,未知
