省,市,区,全名,别名,性质,等级
内蒙古,鄂尔多斯市,鄂托克前旗,鄂托克前旗蒙医院,鄂托克前旗蒙医院,公立/综合医院,二级乙等
内蒙古,鄂尔多斯市,鄂托克前旗,鄂托克前旗人民医院,鄂托克前旗人民医院,公立/综合医院,未知
内蒙古,鄂尔多斯市,鄂托克前旗,鄂托克前旗医院,鄂托克前旗医院,公立/综合医院,未知
