省,市,区,全名,别名,性质,等级
湖南省,湘潭市,韶山市,韶山市妇幼保健站,韶山市妇幼保健站,公立/综合医院,未知
湖南省,湘潭市,韶山市,韶山市中医院,韶山市中医院,公立/综合医院,未知
湖南省,湘潭市,韶山市,韶山市医院,韶山市医院,公立/综合医院,二级甲等
湖南省,湘潭市,韶山市,韶山市妇幼保健院,韶山市妇幼保健院,公立/妇幼保健医院,未知
湖南省,湘潭市,韶山市,湘潭康美医院,湘潭康美妇产医院,民营/专科医院,民营医院
