省,市,区,全名,别名,性质,等级
辽宁省,丹东市,凤城市,凤城丝绸厂医院,凤城丝绸厂医院,公立/综合医院,二级乙等
辽宁省,丹东市,凤城市,凤城市中医院,凤城市中医院,公立/综合医院,二级乙等
辽宁省,丹东市,凤城市,凤城市青城子铅矿医院,凤城市青城子铅矿医院,公立/综合医院,二级甲等
辽宁省,丹东市,凤城市,凤城市温泉医院,凤城市温泉医院,公立/综合医院,二级甲等
辽宁省,丹东市,凤城市,凤城市结核病防治所,凤城市结核病防治所,公立/综合医院,二级甲等
辽宁省,丹东市,凤城市,凤城市精神病院,凤城市精神病院,公立/综合医院,二级甲等
辽宁省,丹东市,凤城市,凤城市妇幼保健所,凤城市妇幼保健所,公立/综合医院,二级甲等
辽宁省,丹东市,凤城市,凤城市第四人民医院,凤城市第四人民医院,公立/综合医院,二级甲等
辽宁省,丹东市,凤城市,凤城市第二人民医院,凤城市第二人民医院,公立/综合医院,二级甲等
辽宁省,丹东市,凤城市,凤城市第一人民医院,凤城市第一人民医院,公立/综合医院,二级甲等
辽宁省,丹东市,凤城市,凤城市中心医院,凤城县立医院,公立/综合医院,二级甲等
