省,市,区,全名,别名,性质,等级
四川省,甘孜州,白玉县,白玉县妇幼保健院,白玉县妇幼保健院,公立/综合医院,未知
四川省,甘孜州,白玉县,白玉县藏医院,白玉县藏医院,公立/综合医院,未知
四川省,甘孜州,白玉县,白玉县人民医院,白玉县人民医院,公立/综合医院,二级乙等
