省,市,区,全名,别名,性质,等级
海南省,三亚市,河东区,三亚东大肛肠医院,三亚东大医院,民营/专科医院,未评级
海南省,三亚市,河东区,三亚圣迪亚整形美容医院,三亚圣迪亚整形美容医院,民营/专科医院,未知
海南省,三亚市,河东区,海军榆林保障基地医院,榆林海军医院,公立/综合医院,二级甲等
海南省,三亚市,河东区,三亚博仕门诊部,三亚博仕,民营/门诊,民营医院
海南省,三亚市,河东区,海南省国营南新农场医院,海南省国营南新农场医院,公立/综合医院,二级甲等
海南省,三亚市,河东区,三亚市中医院,三亚市中医院,公立/综合医院,二级甲等
海南省,三亚市,河东区,河东区卫生服务中心,河东区卫生服务中心,其他/其他,未知
海南省,三亚市,河东区,铁桥卫生院第四门诊,铁桥卫生院第四门诊,其他/门诊,未知
海南省,三亚市,河东区,广州中医药大学附属粤海医院,广州中医药大学附属粤海医院,公立/综合医院,一级乙等
