省,市,区,全名,别名,性质,等级
安徽省,淮北市,杜集区,淮北市中医院,淮北市中医院,公立/综合医院,二级甲等
安徽省,淮北市,杜集区,淮北矿业集团公司职业病防治院,淮北矿业集团公司职业病防治院,公立/综合医院,二级甲等
安徽省,淮北市,杜集区,淮北矿业（集团）公司朱庄煤矿职工医院,淮北矿业（集团）公司朱庄煤矿职工医院,公立/综合医院,一级甲等
安徽省,淮北市,杜集区,皖淮北矿业（集团）公司岱河煤矿职工医院,皖淮北矿业（集团）公司岱河煤矿职工医,公立/综合医院,一级甲等
安徽省,淮北市,杜集区,皖淮北矿业（集团）公司沈庄煤矿职工医院,皖淮北矿业（集团）公司沈庄煤矿职工医院,公立/综合医院,一级甲等
安徽省,淮北市,杜集区,淮北矿务局朱庄煤矿职工医院,淮北矿务局朱庄煤矿职工医院,公立/综合医院,一级甲等
安徽省,淮北市,杜集区,淮北矿业（集团）公司精神病院,淮北矿业（集团）公司精神病院,公立/综合医院,一级甲等
安徽省,淮北市,杜集区,淮北矿业(集团)公司岱河医院,淮北矿业(集团)公司岱河医院,公立/综合医院,二级乙等
