省,市,区,全名,别名,性质,等级
湖南省,郴州市,苏仙区,郴州市精神病医院,郴州市精神病医院,公立/综合医院,未知
湖南省,郴州市,苏仙区,郴州铁路医院,郴州铁路医院,公立/综合医院,二级甲等
湖南省,郴州市,苏仙区,郴州市第四人民医院,郴州市第四人民医院,公立/综合医院,二级甲等
湖南省,郴州市,苏仙区,苏仙区妇幼保健院,苏仙区妇幼保健院,公立/妇幼保健医院,未知
湖南省,郴州市,苏仙区,郴州市第一人民医院北院,郴州市第一人民医院儿童医院，郴州市儿童医院,公立/综合医院,三级甲等　　
