省,市,区,全名,别名,性质,等级
新疆,喀什,麦盖提县,麦盖提县四十三团医院,麦盖提县四十三团医院,公立/综合医院,未知
新疆,喀什,麦盖提县,麦盖提县四十五团医院,麦盖提县四十五团医院,公立/综合医院,未知
