省,市,区,全名,别名,性质,等级
四川省,雅安市,宝兴县,宝兴县妇幼保健院,宝兴县妇幼保健院,公立/综合医院,未知
四川省,雅安市,宝兴县,宝兴县中医院,宝兴县中医院,公立/综合医院,未知
四川省,雅安市,宝兴县,宝兴县人民医院,宝兴县人民医院,公立/综合医院,未知
