省,市,区,全名,别名,性质,等级
湖南省,株洲市,石峰区,株洲长江医院（原:株洲桥梁厂职工医院),株洲长江医院,公立/综合医院,一级甲等
湖南省,株洲市,石峰区,株洲市石峰区人民医院,株洲市痔瘘医院,公立/综合医院,未知
湖南省,株洲市,石峰区,株洲冶炼集团有限公司医院,株洲冶炼集团有限公司医院,公立/综合医院,二级甲等
湖南省,株洲市,石峰区,株洲冶炼厂医院,株洲冶炼厂医院,公立/综合医院,二级甲等
湖南省,株洲市,石峰区,株洲化工集团公司医院,株洲化工集团公司医院,公立/综合医院,二级甲等
湖南省,株洲市,石峰区,株洲市第二医院,株洲市第二医院,公立/综合医院,三级乙等
