省,市,区,全名,别名,性质,等级
宁夏,石嘴山市,石嘴山区,石嘴山市妇幼保健所,石嘴山市妇幼保健所,公立/综合医院,未知
宁夏,石嘴山市,石嘴山区,石嘴山市社会福利院,石嘴山市社会福利院,公立/综合医院,未知
宁夏,石嘴山市,石嘴山区,石嘴山市第二人民医院,石嘴山第二人民医院,公立/综合医院,二级甲等
宁夏,石嘴山市,石嘴山区,宁夏恒力钢铁集团有限公司医院石嘴山钢铁厂职工医院,宁夏恒力钢铁集团有限公司医院石嘴山钢铁厂职工医院,公立/综合医院,一级甲等
