省,市,区,全名,别名,性质,等级
吉林省,白城市,镇赉县,镇赉四方坨子劳改总队医院,镇赉四方坨子劳改总队医院,公立/综合医院,一级甲等
吉林省,白城市,镇赉县,镇赉县医院,镇赉县医院,公立/综合医院,二级乙等
吉林省,白城市,镇赉县,镇赉县中医院,镇赉县中医院,公立/综合医院,二级乙等
