省,市,区,全名,别名,性质,等级
山西省,忻州市,定襄县,定襄县妇幼保健院,定襄县妇幼保健院,公立/妇幼保健医院,未知
山西省,忻州市,定襄县,太原钢铁(集团)有限公司总医院大关山矿分院,太原钢铁(集团)有限公司总医院大关山矿分院,公立/综合医院,二级甲等
山西省,忻州市,定襄县,定襄县人民医院,定襄县人民医院,公立/综合医院,未知
山西省,忻州市,定襄县,定襄县中医院,定襄县中医院,公立/综合医院,未知
